E_ID,Name,Age,Department,Role,Employment Type,Contract Duration,Band,Exp Yrs,Tenure Yrs,Attendance(%),Leave,Tasks Assigned,Tasks Completed,Tasks Completion Rate(%),Task Quality Score,Goal Achievement(%),Manager Feedback,Teamwork Score,Leadership Score,Client Feedback,Communication,Overtime,Training Hours,Training Completion(%),Performance Score,Performance Category,Recommendation
E0645,Shalabh Tomar,47,Finance,Finance Executive,Full-Time,Permanent,B4,13.7,7.4,92.6,10,26,17,65.38,73.76,71.01,79.0,69.68,79.67,70.25,72.59,4.6,5,34.34,72.44,Good,Training
E0646,Shubhangi Phogat,40,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,9.5,3.0,80.1,11,39,22,56.41,65.34,59.73,72.87,81.4,70.06,66.15,79.4,7.5,15,47.91,67.48,Average,Training
E0647,Vibhor Agrawal,38,Finance,Accountant,Full-Time,Permanent,B4,14.6,6.8,90.3,4,40,28,70.0,79.15,72.16,67.08,69.41,72.66,74.05,71.49,6.2,25,74.43,73.86,Good,Training
E0648,Barkha Chandra,47,Information Technology,Software Engineer,Full-Time,Permanent,B3,6.5,0.7,92.8,2,15,9,60.0,65.42,66.2,66.83,67.66,61.4,66.85,69.78,0.0,20,64.2,67.92,Average,Training
E0649,Munna Goel,30,Human Resources,HR Analyst,Full-Time,Permanent,B3,5.3,4.0,95.0,4,27,18,66.67,66.61,70.46,75.14,67.88,64.7,69.19,77.85,0.5,15,48.6,71.14,Good,Training
E0650,Prasoon Jadhav,29,Human Resources,HR Executive,Part-Time,6 Months,B2,4.0,2.3,99.2,1,20,14,70.0,78.03,71.47,74.04,70.18,67.21,75.28,62.12,0.0,20,57.0,74.05,Good,Training
E0651,Madhulika Mazumdar,46,Sales,Sales Executive,Full-Time,Permanent,B5,23.2,13.4,94.5,7,40,25,62.5,69.76,67.81,73.75,78.95,83.51,74.7,82.47,10.7,30,80.85,74.49,Good,Training
E0652,Nandini Mahto,25,Information Technology,DevOps Engineer,Contract,6 Months,B2,2.9,0.9,96.2,2,32,26,81.25,74.23,80.38,83.62,85.17,70.23,77.4,71.32,2.3,25,72.82,80.65,Excellent,Incentive
E0653,Akshara Athawale,37,Information Technology,Software Engineer,Full-Time,Permanent,B4,9.2,8.5,69.4,11,28,17,60.71,64.07,64.07,66.39,71.75,61.11,68.22,83.82,0.0,40,84.91,67.3,Average,PIP
E0654,Indraneel Sahani,36,Operations,Operations Executive,Full-Time,Permanent,B3,5.2,0.8,83.4,6,23,15,65.22,61.33,68.78,60.49,70.08,49.3,71.5,71.24,3.0,30,86.2,67.63,Average,Training
E0655,Kedar Tandon,42,Information Technology,Software Engineer,Contract,12 Months,B5,15.2,14.0,93.3,3,16,12,75.0,69.14,71.05,64.95,66.2,61.19,70.18,85.35,5.8,40,95.6,73.59,Good,Training
E0656,Kiran Naik,44,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B5,19.2,5.5,73.5,18,20,12,60.0,67.76,67.72,63.21,75.86,67.55,72.63,73.52,0.0,25,79.87,68.42,Average,PIP
E0657,Varuna Mahto,24,Information Technology,Cloud Engineer,Part-Time,12 Months,B1,1.7,0.4,99.3,5,21,14,66.67,65.05,64.26,62.18,68.69,45.53,61.93,58.08,0.0,10,59.26,66.76,Average,Training
E0658,Kalyani Kamal,33,Human Resources,HR Executive,Full-Time,Permanent,B4,10.5,5.8,94.7,5,30,16,53.33,63.65,59.92,64.22,59.16,68.15,66.6,65.03,5.9,20,75.31,65.31,Average,Training
E0659,Aanchal Wahal,39,Finance,Finance Executive,Full-Time,Permanent,B4,13.3,8.8,97.5,2,15,14,93.33,93.38,86.32,79.76,82.32,71.05,79.5,67.27,1.3,20,61.95,84.89,Excellent,Incentive
E0660,Manjunath Puri,40,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,9.1,5.6,80.9,13,21,13,61.9,61.43,62.68,69.46,74.53,65.2,70.07,77.66,5.1,50,90.31,69.03,Average,Training
E0661,Rajan Dholakia,40,Finance,Accountant,Full-Time,Permanent,B4,11.8,8.9,69.7,23,38,23,60.53,67.82,68.89,70.32,85.89,77.96,73.13,83.01,9.5,25,73.73,71.08,Good,Training
E0662,Pratibha Rai,53,Sales,Business Development Executive,Full-Time,Permanent,B3,7.8,1.8,87.4,8,32,20,62.5,58.16,58.96,56.96,71.47,66.47,67.76,75.62,10.3,5,54.21,64.58,Average,Training
E0663,Neha Sahu,33,Customer Support,Support Executive,Full-Time,Permanent,B3,5.1,0.6,88.9,13,46,30,65.22,62.99,67.96,60.68,65.49,51.06,67.4,68.07,22.4,30,74.23,67.0,Average,Training
E0664,Shikha Tendulkar,55,Information Technology,System Administrator,Full-Time,Permanent,B5,17.2,13.2,89.0,13,40,23,57.5,56.08,65.33,72.93,65.49,69.14,69.48,82.26,16.8,30,93.61,68.95,Average,Training
E0665,Lav Thakkar,30,Information Technology,System Administrator,Part-Time,12 Months,B3,5.1,2.5,93.9,7,45,31,68.89,63.89,65.13,73.64,68.72,50.86,71.1,73.93,15.5,10,41.59,68.87,Average,Training
E0666,Krish Bhatt,46,Finance,Accountant,Full-Time,Permanent,B5,23.8,18.0,91.7,8,45,35,77.78,81.3,74.49,76.59,71.59,73.89,79.52,83.87,4.1,30,88.69,79.15,Good,Training
E0667,Prajjwal Rastogi,34,Customer Support,Customer Success Associate,Full-Time,Permanent,B3,7.1,2.3,94.5,2,34,19,55.88,57.11,60.84,56.41,66.6,54.39,65.96,72.05,11.3,20,58.35,63.18,Average,Training
E0668,Rishabh Gaitonde,54,Operations,Process Analyst,Full-Time,Permanent,B5,21.3,11.7,90.6,2,45,38,84.44,87.0,81.62,77.36,74.17,86.63,79.73,85.77,12.7,20,79.1,82.6,Excellent,Incentive
E0669,Omkar Chouhan,44,Customer Support,Support Executive,Part-Time,6 Months,B5,21.6,7.9,93.7,8,26,21,80.77,70.46,73.86,67.89,61.1,75.64,71.35,61.8,5.0,50,94.2,74.58,Good,Training
E0670,Shuchi Seth,55,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,9.5,3.0,93.8,3,40,28,70.0,75.47,77.27,82.51,87.1,73.76,73.66,78.6,11.4,20,78.27,79.09,Good,Incentive
E0671,Marutanjali Tripathi,54,Sales,Sales Executive,Full-Time,Permanent,B4,9.6,9.1,90.5,9,21,11,52.38,59.76,58.1,65.16,70.89,64.57,64.25,62.68,3.1,25,76.73,64.86,Average,Training
E0672,Brijesh Chaubey,55,Information Technology,Cloud Engineer,Full-Time,Permanent,B5,31.9,27.6,94.9,2,36,26,72.22,73.6,70.99,78.2,71.05,80.62,71.39,82.6,9.5,15,64.17,75.79,Good,Training
E0673,Uddhav Parmar,55,Human Resources,HR Executive,Full-Time,Permanent,B5,30.8,8.9,87.7,6,28,16,57.14,59.1,62.45,57.28,67.35,78.23,63.76,57.46,0.0,25,86.68,65.21,Average,Training
E0674,Aryabhatta Dholakia,52,Information Technology,Software Engineer,Full-Time,Permanent,B4,9.1,3.6,96.6,1,33,29,87.88,74.67,77.78,69.22,72.96,61.42,76.38,79.51,2.3,10,56.2,77.06,Good,Training
E0675,Kapil More,48,Customer Support,Support Executive,Full-Time,Permanent,B4,11.9,7.9,96.3,6,47,35,74.47,69.2,74.39,81.12,74.58,67.0,68.53,69.33,19.1,10,62.22,75.32,Good,Training
E0676,Navneet Scindia,24,Information Technology,System Administrator,Contract,6 Months,B1,0.9,0.2,92.4,10,22,11,50.0,60.26,57.07,66.67,75.04,49.76,62.72,67.94,1.1,20,59.01,63.82,Average,Training
E0677,Munna Unadkat,48,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,10.8,10.2,94.7,3,23,16,69.57,75.34,72.9,77.57,77.39,74.76,75.01,68.95,7.9,40,81.03,76.5,Good,Training
E0678,Lalita Bahl,37,Sales,Business Development Executive,Full-Time,Permanent,B4,10.7,8.5,90.9,9,36,28,77.78,68.12,78.43,71.63,76.89,68.88,71.41,80.06,8.8,15,50.21,74.7,Good,Training
E0679,Gangotri Rathi,33,Sales,Sales Executive,Full-Time,Permanent,B3,6.1,5.1,92.8,3,32,26,81.25,78.57,76.02,71.84,66.6,59.39,71.87,61.92,4.2,50,75.41,75.52,Good,Incentive
E0680,Rajat Kedia,28,Operations,Operations Executive,Contract,6 Months,B2,3.6,1.9,90.5,10,34,23,67.65,74.05,68.57,67.19,60.58,45.62,71.76,68.21,10.1,10,47.01,68.36,Average,Training
E0681,Nirmala Tripathi,31,Human Resources,HR Executive,Full-Time,Permanent,B3,7.7,6.1,93.1,5,16,14,87.5,82.71,81.09,73.54,82.16,73.11,80.95,82.93,6.9,40,77.5,81.98,Excellent,Incentive
E0682,Drupad Dabral,54,Human Resources,HR Executive,Full-Time,Permanent,B5,18.9,13.2,66.4,10,23,15,65.22,63.26,69.71,65.3,60.56,78.95,64.16,59.01,1.1,15,49.03,64.78,Average,PIP
E0683,Jaya Umrao,34,AI & Data Science,Data Scientist,Contract,6 Months,B3,6.3,4.8,94.2,8,19,11,57.89,67.17,67.9,64.24,62.68,49.1,66.24,67.54,2.4,10,43.94,65.61,Average,Training
E0684,Himesh Tendulkar,50,AI & Data Science,Data Scientist,Part-Time,12 Months,B5,22.0,15.7,97.1,5,29,19,65.52,62.84,71.45,71.11,84.28,79.28,70.98,75.17,0.1,30,76.98,73.9,Good,Training
E0685,Kamala Priyadarshini,29,Information Technology,Software Engineer,Part-Time,12 Months,B3,6.6,5.8,86.3,5,22,14,63.64,71.76,69.09,78.08,73.77,66.22,73.8,76.24,1.7,15,69.39,72.67,Good,Training
E0686,Shivesh Sinha,38,Finance,Accountant,Contract,6 Months,B4,10.5,0.9,90.5,6,30,21,70.0,72.61,75.19,66.5,79.77,60.22,76.05,72.65,3.5,25,64.73,73.35,Good,Training
E0687,Ajeet Oberoi,44,Human Resources,HR Analyst,Full-Time,Permanent,B5,18.0,8.3,95.0,7,15,11,73.33,65.74,66.12,60.86,60.53,76.39,65.44,74.22,0.0,30,84.65,70.5,Good,Training
E0688,Jeetendra Kamal,25,Customer Support,Support Executive,Part-Time,12 Months,B1,0.9,0.6,96.1,2,47,39,82.98,76.91,80.98,83.03,73.27,53.79,75.77,78.31,21.1,25,66.2,79.23,Good,Incentive
E0689,Veena Guru,36,Finance,Finance Executive,Full-Time,Permanent,B4,12.2,3.5,90.2,8,30,24,80.0,70.21,74.92,65.48,61.53,60.63,71.69,75.33,2.4,20,67.9,72.54,Good,Training
E0690,Sundar Nayak,34,Marketing,Marketing Executive,Full-Time,Permanent,B3,5.4,1.2,86.0,10,24,18,75.0,80.63,79.82,76.15,76.7,64.38,72.75,63.65,5.8,15,57.75,75.94,Good,Incentive
E0691,Sumukhi Dikshit,35,Operations,Operations Manager,Contract,24 Months,B3,5.1,0.3,80.4,6,27,18,66.67,65.26,68.13,76.65,83.92,59.03,73.52,85.46,10.5,25,74.34,72.56,Good,Training
E0692,Rishikesh Jadhav,41,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B3,5.7,1.5,80.6,11,39,19,48.72,61.03,60.54,66.1,76.2,56.42,64.01,73.88,7.8,5,54.49,63.58,Average,Training
E0693,Kapil Basu,30,Human Resources,HR Executive,Contract,12 Months,B2,2.5,2.2,96.6,6,20,12,60.0,62.71,66.45,73.02,66.57,53.95,67.86,82.87,0.0,25,69.85,69.37,Average,Training
E0694,Prakash Chaubey,54,Human Resources,HR Executive,Full-Time,Permanent,B5,15.0,8.6,97.0,0,22,16,72.73,77.56,73.56,76.05,68.03,81.05,74.0,75.0,0.0,50,86.64,77.32,Good,Training
E0695,Ritesh Sharma,40,Information Technology,Cloud Engineer,Contract,12 Months,B3,7.7,7.1,86.9,10,21,18,85.71,87.71,81.85,77.68,75.64,60.17,80.08,82.78,2.3,25,75.66,81.13,Excellent,Incentive
E0696,Harshvardhan Lakhotia,41,Marketing,Marketing Executive,Full-Time,Permanent,B4,13.7,2.7,83.6,10,22,16,72.73,65.46,69.71,62.36,57.72,69.76,69.08,59.15,2.3,20,79.04,68.52,Average,Training
E0697,Sharda Narayan,54,Customer Support,Support Analyst,Part-Time,6 Months,B3,8.3,1.5,98.0,0,38,28,73.68,67.26,74.48,66.07,71.18,69.77,68.06,62.43,4.9,30,76.6,72.98,Good,Training
E0698,Manisha Tendulkar,25,Customer Support,Support Analyst,Full-Time,Permanent,B1,1.6,1.0,88.0,6,29,23,79.31,79.62,81.64,85.3,81.58,53.6,78.7,82.73,8.4,15,60.75,79.63,Good,Incentive
E0699,Niyati Gunji,57,AI & Data Science,AI Engineer,Full-Time,Permanent,B5,30.1,4.7,85.4,7,17,13,76.47,71.41,72.16,70.13,64.24,68.04,72.09,61.57,0.0,25,86.02,72.88,Good,Training
E0700,Anupam Kher,37,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,14.3,6.1,97.5,8,42,33,78.57,70.25,77.41,73.49,87.39,82.71,79.16,84.63,8.4,10,62.12,78.88,Good,Incentive
E0701,Shivani Jaiswal,34,Operations,Operations Executive,Contract,6 Months,B3,6.5,4.5,78.2,16,23,17,73.91,82.22,79.71,74.38,63.69,59.19,78.47,71.4,0.0,25,74.63,74.91,Good,Training
E0702,Indrasen Scindia,43,Operations,Operations Executive,Contract,6 Months,B4,9.1,8.2,72.4,24,44,25,56.82,57.83,58.79,63.82,72.9,70.0,61.16,73.56,12.9,5,38.34,62.27,Average,PIP
E0703,Ritu Bala,46,AI & Data Science,ML Engineer,Full-Time,Permanent,B3,6.3,5.2,95.0,3,24,18,75.0,71.25,70.51,63.79,86.24,63.56,71.78,84.92,2.3,25,78.15,75.13,Good,Training
E0704,Rashmi Khanna,26,Sales,Business Development Executive,Full-Time,Permanent,B2,3.0,2.3,96.2,8,29,20,68.97,64.87,71.58,72.49,76.65,51.85,71.74,77.45,0.0,15,66.81,72.36,Good,Training
E0705,Akanksha Kashyap,42,Operations,Operations Executive,Part-Time,6 Months,B4,9.4,1.3,96.8,8,50,37,74.0,82.01,76.08,80.68,80.34,67.15,77.64,90.11,16.2,5,43.55,78.55,Good,Incentive
E0706,Raghavendra Gaitonde,54,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,13.3,8.9,91.8,5,48,33,68.75,78.81,69.91,80.87,86.28,83.76,78.33,82.52,0.7,40,99.0,79.74,Good,Training
E0707,Sahdev Kedia,56,Marketing,Marketing Executive,Full-Time,Permanent,B5,30.1,4.4,91.8,4,28,20,71.43,75.5,69.5,73.81,71.39,81.08,76.52,75.61,5.3,30,72.46,75.14,Good,Training
E0708,Jeetendra Basu,24,Information Technology,Software Engineer,Contract,6 Months,B1,0.9,0.2,84.9,8,33,22,66.67,74.77,69.28,72.81,64.65,44.79,76.73,76.77,12.8,20,60.59,70.43,Good,Training
E0709,Tejprakash Saha,28,Marketing,Marketing Analyst,Full-Time,Permanent,B3,6.0,0.7,96.8,3,17,12,70.59,64.8,66.38,70.96,83.11,54.32,73.5,81.16,0.0,25,64.5,72.57,Good,Training
E0710,Bipin Bala,34,Finance,Finance Executive,Contract,24 Months,B2,4.8,2.8,92.1,4,16,12,75.0,79.02,73.61,71.6,69.72,57.81,71.2,60.58,0.0,15,65.36,73.81,Good,Training
E0711,Sadhana Dadhich,40,Operations,Process Analyst,Full-Time,Permanent,B3,6.4,0.1,97.5,7,43,31,72.09,75.3,73.54,72.47,62.73,63.25,72.67,61.64,12.0,20,68.1,73.32,Good,Training
E0712,Gunjan Jadhav,37,Information Technology,System Administrator,Full-Time,Permanent,B3,5.2,4.8,94.7,5,31,24,77.42,83.85,78.2,77.92,78.86,57.44,85.12,88.12,1.6,40,91.95,81.1,Excellent,Incentive
E0713,Harihar Dabral,48,Human Resources,HR Executive,Full-Time,Permanent,B5,22.6,22.1,84.2,13,33,21,63.64,75.95,68.98,67.41,80.54,79.77,70.82,70.45,0.0,15,61.97,72.02,Good,Training
E0714,Gyanendra Ojha,52,Information Technology,Software Engineer,Part-Time,12 Months,B4,13.7,13.6,81.8,9,18,14,77.78,75.03,76.6,83.13,86.5,76.2,78.37,88.49,0.0,40,76.88,79.71,Good,Incentive
E0715,Abhinesh Guru,36,Operations,Process Analyst,Part-Time,6 Months,B4,10.1,2.6,96.8,8,30,17,56.67,67.19,63.93,72.67,68.47,64.15,71.26,75.13,9.4,40,96.2,70.93,Good,Training
E0716,Ambar Bhat,27,Customer Support,Support Executive,Full-Time,Permanent,B2,3.4,1.5,92.5,10,52,42,80.77,77.05,82.59,71.88,64.39,62.59,78.27,75.14,11.6,40,87.96,77.73,Good,Incentive
E0717,Ranveer Mathur,36,Operations,Operations Executive,Full-Time,Permanent,B4,10.4,1.8,83.1,15,25,17,68.0,63.21,66.66,75.25,79.71,69.46,67.09,69.71,5.6,25,80.81,71.6,Good,Training
E0718,Neel Misra,47,AI & Data Science,Data Analyst,Contract,24 Months,B5,24.2,13.5,93.4,5,33,23,69.7,73.72,72.59,78.67,89.28,76.81,79.02,85.56,8.9,40,94.96,79.29,Good,Training
E0719,Chandrama Bedi,28,Customer Support,Customer Success Associate,Full-Time,Permanent,B2,3.8,1.1,87.9,10,47,31,65.96,73.24,70.44,75.0,71.07,57.85,73.85,78.14,4.7,40,92.38,73.7,Good,Training
E0720,Anupama Gond,47,Customer Support,Support Executive,Full-Time,Permanent,B4,14.6,7.0,94.9,4,26,14,53.85,68.85,62.85,66.51,70.6,73.95,66.9,58.84,5.4,20,70.26,67.86,Average,Training
E0721,Ragini Desai,24,AI & Data Science,Data Analyst,Contract,24 Months,B1,1.2,1.0,96.3,8,38,25,65.79,63.7,71.84,62.83,67.95,52.24,69.8,75.27,11.7,15,48.8,68.35,Average,Training
E0722,Rashika Tanwar,27,Operations,Operations Executive,Contract,12 Months,B2,4.0,1.3,90.2,3,25,19,76.0,71.79,74.74,78.97,72.15,55.69,76.52,71.61,9.0,20,69.84,75.14,Good,Training
E0723,Jagannath Chandra,34,Operations,Process Analyst,Full-Time,Permanent,B3,5.2,4.9,93.7,6,45,36,80.0,76.35,81.39,84.3,86.25,73.45,79.94,70.2,10.9,10,57.01,80.33,Excellent,Incentive
E0724,Pratyusha Mittal,45,Operations,Process Analyst,Contract,6 Months,B5,21.5,7.4,85.2,11,38,26,68.42,65.85,70.78,68.28,77.65,71.44,73.57,75.44,11.5,40,77.66,72.19,Good,Training
E0725,Dhwani Agnihotri,33,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,10.6,10.1,90.1,7,44,27,61.36,65.92,67.49,75.41,65.53,68.51,65.0,66.02,9.3,25,85.66,70.35,Good,Training
E0726,Devesh Advani,36,Finance,Financial Analyst,Full-Time,Permanent,B4,10.9,6.3,80.3,10,21,15,71.43,70.83,67.82,67.47,76.26,61.39,66.29,60.89,0.0,15,62.98,69.87,Average,Training
E0727,Amogh Prakash,51,Sales,Account Manager,Full-Time,Permanent,B5,24.6,11.0,80.1,14,23,16,69.57,79.39,70.59,80.71,74.21,85.88,73.45,83.86,2.0,20,68.23,76.04,Good,Training
E0728,Dhananjay Bhaskar,52,Marketing,Digital Marketing Specialist,Part-Time,12 Months,B3,7.7,2.8,84.6,13,42,31,73.81,78.9,74.85,82.74,82.39,75.22,80.96,88.87,7.9,20,78.89,79.44,Good,Training
E0729,Anubhuti Kadam,27,Finance,Financial Analyst,Full-Time,Permanent,B2,3.1,1.0,86.7,15,23,17,73.91,75.02,72.91,75.71,85.61,57.64,78.38,87.53,0.0,10,63.95,76.24,Good,Training
E0730,Nishant Bandopadhyay,34,Customer Support,Support Executive,Contract,6 Months,B4,10.9,0.5,96.7,3,39,27,69.23,63.77,65.84,71.02,86.9,62.84,68.35,81.13,7.5,20,60.21,72.47,Good,Training
E0731,Saumya Kamal,42,AI & Data Science,Data Scientist,Full-Time,Permanent,B4,13.3,2.4,82.7,13,31,21,67.74,72.33,69.66,74.3,68.23,78.18,74.7,79.72,10.3,40,94.72,74.06,Good,Training
E0732,Anushree Hajariya,34,Sales,Sales Executive,Part-Time,6 Months,B4,11.3,3.3,96.1,3,45,33,73.33,79.4,77.86,82.63,66.16,75.07,72.85,66.64,10.5,25,84.47,78.16,Good,Incentive
E0733,Rajeshwar Khera,50,AI & Data Science,ML Engineer,Full-Time,Permanent,B3,8.9,2.2,81.4,13,29,16,55.17,59.4,60.94,70.15,76.43,67.92,61.64,68.34,6.5,20,61.51,65.6,Average,Training
E0734,Monika Raje,28,AI & Data Science,Data Scientist,Full-Time,Permanent,B1,1.6,0.2,76.4,24,27,19,70.37,78.98,74.85,79.95,76.82,52.62,75.34,73.25,7.7,10,51.72,73.59,Good,Training
E0735,Shekhar Dutt,42,Information Technology,System Administrator,Full-Time,Permanent,B3,8.3,4.7,90.9,2,30,23,76.67,70.52,70.74,80.14,73.36,64.5,72.04,86.7,9.3,20,76.35,76.12,Good,Training
E0736,Shailesh Bansal,24,Marketing,Marketing Executive,Contract,12 Months,B1,1.5,1.1,85.2,13,21,17,80.95,75.72,82.33,74.03,77.06,56.13,77.77,65.83,3.6,20,59.04,76.12,Good,Incentive
E0737,Hansini Balyan,42,Customer Support,Customer Success Associate,Full-Time,Permanent,B3,8.8,7.1,97.2,1,25,22,88.0,90.33,87.25,89.82,70.04,69.74,85.12,83.42,4.9,25,77.4,85.82,Excellent,Incentive
E0738,Bhagvati Singh,23,Finance,Finance Executive,Full-Time,Permanent,B1,0.7,0.4,96.5,2,15,13,86.67,88.05,87.35,76.18,76.23,61.4,88.13,85.83,1.3,25,66.83,83.12,Excellent,Incentive
E0739,Preyash Gurjar,28,Finance,Finance Executive,Full-Time,Permanent,B2,3.6,1.8,96.9,3,37,30,81.08,83.15,82.64,77.86,69.41,61.32,79.85,77.64,17.3,30,94.94,81.03,Excellent,Incentive
E0740,Amish Dikshit,27,Information Technology,Software Engineer,Contract,24 Months,B1,1.6,0.9,96.6,7,17,15,88.24,80.93,86.75,89.13,84.95,69.99,81.07,91.11,2.1,30,86.07,86.32,Excellent,Incentive
E0741,Ranjan Tanwar,36,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,10.4,7.6,85.5,8,15,9,60.0,66.59,70.23,63.69,72.57,66.39,68.19,76.35,0.0,30,72.89,69.07,Average,Training
E0742,Anish Dutt,42,Customer Support,Support Analyst,Full-Time,Permanent,B5,16.3,2.3,86.9,15,22,10,45.45,49.07,51.45,52.18,59.27,68.39,55.66,75.95,5.2,10,48.57,56.77,Needs Improvement,PIP
E0743,Khyati Mistry,46,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,11.3,2.2,91.0,2,41,28,68.29,65.02,69.99,73.39,73.01,61.77,71.02,68.14,11.5,5,46.46,70.27,Good,Training
E0744,Rati Rathore,56,Customer Support,Support Analyst,Full-Time,Permanent,B5,16.8,2.3,91.9,2,46,34,73.91,79.95,73.18,81.58,77.73,75.79,81.01,89.88,14.9,30,88.4,80.01,Excellent,Training
E0745,Madhavrao Mandal,51,Marketing,Marketing Executive,Part-Time,12 Months,B5,25.2,19.6,84.1,7,23,13,56.52,57.58,64.94,67.49,69.75,81.55,62.92,72.2,3.7,10,58.57,66.13,Average,Training
E0746,Bahadur Soman,53,Customer Support,Support Analyst,Full-Time,Permanent,B5,16.2,2.6,84.5,5,25,18,72.0,74.78,69.19,76.45,77.4,82.36,71.71,86.96,0.0,15,50.66,74.64,Good,Training
E0747,Akriti Ahale,45,Customer Support,Support Executive,Full-Time,Permanent,B5,22.2,3.5,97.3,0,39,28,71.79,76.43,77.72,68.26,58.46,72.29,76.76,61.72,15.7,30,81.29,74.31,Good,Training
E0748,Adhya Gandhi,42,AI & Data Science,ML Engineer,Full-Time,Permanent,B5,20.0,7.4,90.9,5,23,19,82.61,79.59,76.1,82.48,73.96,74.4,76.22,70.25,0.0,30,89.93,80.14,Excellent,Incentive
E0749,Amrit Bhogle,38,AI & Data Science,AI Engineer,Part-Time,6 Months,B3,5.2,2.1,90.4,4,28,16,57.14,63.68,63.44,67.84,78.39,59.2,65.82,79.49,11.8,50,92.61,69.55,Average,Training
E0750,Priyanshi Bishnoi,30,Finance,Accountant,Full-Time,Permanent,B2,2.3,1.6,88.7,9,31,17,54.84,70.12,68.76,71.14,68.65,48.45,66.98,64.52,7.0,5,43.38,66.63,Average,Training
E0751,Runjhun Basu,23,Sales,Sales Executive,Full-Time,Permanent,B1,0.7,0.3,85.1,10,26,16,61.54,75.0,71.98,78.64,69.16,60.94,77.88,78.25,11.4,40,85.92,73.65,Good,Training
E0752,Milind Chandra,51,Marketing,Digital Marketing Specialist,Part-Time,12 Months,B3,7.7,0.4,83.7,6,24,16,66.67,77.72,73.47,66.75,60.03,58.36,72.32,60.75,0.0,20,77.85,70.53,Good,Training
E0753,Dilip Sardana,27,Information Technology,Software Engineer,Part-Time,6 Months,B2,4.3,2.4,93.5,6,33,19,57.58,54.98,57.65,71.76,75.72,51.22,60.51,58.78,0.0,15,68.25,65.16,Average,Training
E0754,Deepshikha Reddy,56,Finance,Accountant,Full-Time,Permanent,B4,10.2,4.7,90.6,8,32,21,65.62,70.71,71.78,65.68,85.39,60.92,74.12,83.25,5.9,50,87.13,73.94,Good,Training
E0755,Khyati Parekh,48,Operations,Operations Manager,Full-Time,Permanent,B4,10.6,7.3,93.0,6,33,24,72.73,74.72,70.02,74.87,67.45,72.26,72.89,82.41,13.7,50,78.49,75.2,Good,Training
E0756,Ramprasad Yadav,52,Finance,Finance Executive,Full-Time,Permanent,B4,11.4,1.0,67.2,10,35,21,60.0,70.56,67.97,63.99,84.38,76.11,74.99,82.69,1.0,15,64.61,69.46,Average,PIP
E0757,Shweta Chaurasiya,39,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,14.9,7.5,91.4,10,15,9,60.0,70.77,70.28,80.29,88.84,73.94,71.8,87.15,0.0,40,83.9,76.06,Good,Training
E0758,Shashwat Malode,34,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B2,3.6,0.1,92.1,7,35,28,80.0,81.17,82.7,74.02,74.0,55.2,77.37,67.74,2.0,30,86.7,78.64,Good,Incentive
E0759,Akshay Kanetkar,47,Sales,Business Development Executive,Part-Time,12 Months,B5,16.7,8.4,93.8,9,41,28,68.29,73.01,68.96,73.64,63.37,80.24,67.4,66.01,8.4,20,67.36,72.35,Good,Training
E0760,Kaushik Goel,55,Information Technology,DevOps Engineer,Full-Time,Permanent,B5,22.1,7.4,90.5,9,33,23,69.7,76.77,76.28,78.93,70.85,71.72,76.45,73.44,5.3,20,70.99,76.02,Good,Incentive
E0761,Abhishree Nautiyal,53,Information Technology,Software Engineer,Full-Time,Permanent,B3,8.3,3.8,80.6,5,19,12,63.16,68.37,63.37,62.43,70.94,65.85,72.94,82.77,0.0,10,52.56,67.46,Average,Training
E0762,Baldev Chopra,27,Human Resources,HR Analyst,Full-Time,Permanent,B1,1.4,0.6,99.4,2,31,23,74.19,73.51,74.87,73.26,65.62,50.59,72.95,77.93,9.0,30,84.66,75.18,Good,Training
E0763,Shreyash Dutta,50,Sales,Business Development Executive,Part-Time,6 Months,B5,22.0,2.4,86.5,5,30,23,76.67,70.6,71.7,79.9,75.17,79.22,73.75,70.65,1.6,20,78.9,76.12,Good,Training
E0764,Shilpi Bhati,28,Information Technology,Cloud Engineer,Full-Time,Permanent,B2,4.4,3.8,91.4,8,27,20,74.07,80.44,76.19,81.04,90.01,56.94,79.7,87.65,0.0,30,84.86,80.36,Excellent,Incentive
E0765,Aniket Desai,55,Customer Support,Customer Success Associate,Contract,12 Months,B5,28.9,4.2,84.0,11,36,25,69.44,77.47,69.41,68.59,64.06,74.06,71.36,67.51,7.5,25,77.94,72.09,Good,Training
E0766,Jamunadas Umrao,35,Marketing,Marketing Executive,Full-Time,Permanent,B3,8.8,6.1,96.7,4,25,17,68.0,75.76,67.61,65.66,70.74,56.81,72.46,61.14,7.7,30,94.87,72.56,Good,Training
